panel,n,m,seed,generator,condition,center_scale,prefiltered,screen_relative_gap,screen_absolute_gap,method,status,value,lower_bound,upper_bound,reference_upper_bound,max_distance_squared,bound_gap,relative_bound_gap,runtime,rank1_residual,relative_rank1_residual,rank1_eig_largest,rank1_eig_second,rank1_eig_ratio,sep_rank1_residual,relative_sep_rank1_residual,pd_gap,relative_pd_gap,x_trace,y_trace,x_ball,y_ball,primal_feasibility_violation,certification_gap,relative_certification_gap,max_skew_violation,fro_skew_violation,relative_max_skew_violation,relative_fro_skew_violation,lazy_cut_strategy,max_kron_violation,fro_kron_violation,relative_max_kron_violation,relative_fro_kron_violation,n_cuts,n_iters,n_rounds,full_constraint_count,gurobi_time_limit,gurobi_mip_gap,gurobi_sol_count
square,4,4,205,ellipsoids,5.0,1.0,True,0.03152195869608021,2.16853688682653,KRON,Optimal,-66.625947348321,-66.625947348321,-66.62594438852632,,72.80673742149277,2.9597946848980428e-06,4.442405403144531e-08,0.010562333045527339,9.004584018148423e-08,4.502292034142066e-08,2.9999999619009636,3.677696746428846e-08,81572793.21124162,,,-8.955998964665923e-08,1.3442208810696359e-09,1.0000000050992057,1.0000000051248854,0.9999999565778633,0.9999999514096899,0.0,2.9597946848980428e-06,4.442405403144531e-08,,,,,,,,,,,,,,,,
square,4,4,205,ellipsoids,5.0,1.0,True,0.03152195869608021,2.16853688682653,Lazy KRON,Optimal,-66.62594936433072,-66.62594936433072,-66.62587120933908,,72.80673943750249,7.815499164109951e-05,1.173041320788159e-06,0.006642790976911783,2.495761879979565e-06,1.2478811720059157e-06,2.9999989202375015,1.0804159523626132e-06,2776707.3539382825,,,-6.072693281566899e-08,9.114606755334301e-10,1.0000000025513387,1.0000000026260814,0.9999990211358452,0.9999984835982746,0.0,7.815499164109951e-05,1.173041320788159e-06,,,,,,2.900095942288968e-07,2.900095942288968e-07,4.1429953227906175e-08,4.1429953227906175e-08,4,5,5,,,,
square,4,4,205,ellipsoids,5.0,1.0,True,0.03152195869608021,2.16853688682653,Full SEP,Optimal,-66.62594725242816,-66.62594725242816,-66.62594645474063,,72.80673732559993,7.97687533804492e-07,1.1972625781698294e-08,0.00782095780596137,2.5022547714173053e-08,1.2511273878880163e-08,2.999999989198115,1.0470296797912948e-08,286524828.006414,1.0947699422089501e-08,1.0947699422089501e-08,-1.6874693642421335e-08,2.5327510284375494e-10,1.000000000628405,1.0000000006672112,0.999999989135439,0.9999999854110728,0.0,7.97687533804492e-07,1.1972625781698294e-08,,,,,,,,,,,,,36,,,
square,4,4,205,ellipsoids,5.0,1.0,True,0.03152195869608021,2.16853688682653,Lazy SEP,Optimal,-66.62594724808561,-66.62594724808561,-66.6259466028556,,72.80673732125737,6.452300027603997e-07,9.684365167190015e-09,0.0068972918670624495,2.0351670164282288e-08,1.0175835098794795e-08,2.999999991070442,8.977435963977083e-09,334171137.8514156,8.42839786663345e-09,8.42839786663345e-09,-1.3646641150444339e-08,2.0482472241077897e-10,1.0000000003623792,1.0000000004153722,0.9999999915615165,0.9999999877221297,0.0,6.452300027603997e-07,9.684365167190015e-09,7.789389896983856e-10,1.8061771730156522e-09,7.789389896983856e-10,1.8061771730156522e-09,coordinate,,,,,0,1,1,36,,,
square,4,4,397,ellipsoids,5.0,1.0,True,0.010752948489641393,0.4484902899678076,Shor,Optimal,-41.70858722143517,-41.70858722143517,-13.425897044782083,,45.100454143856155,28.282690176653084,0.678102330018933,0.0013914171140640974,1.4084441321163337,0.8050885901956506,2.1097574789620963,0.8902425204267249,2.369868244386726,,,-1.1219717777066762e-07,2.6900258494731864e-09,1.000000007152367,1.0000000068587087,0.10068855733294706,0.49086730925075583,0.0,28.282690176653084,0.678102330018933,,,,,,,,,,,,,,,,
square,4,4,397,ellipsoids,5.0,1.0,True,0.010752948489641393,0.4484902899678076,KRON,Optimal,-41.26009696879199,-41.26009696879199,-41.26009599445376,,44.65196389121298,9.743382278770696e-07,2.3614540426650776e-08,0.009896165924146771,4.8745869580882437e-08,2.4372934852546792e-08,2.9999999807398297,2.0641790919898953e-08,145336225.5427067,,,-3.0835195730105625e-08,7.473369670805311e-10,1.0000000028048561,1.000000002785815,0.9999999732834891,0.9999999790856374,0.0,9.743382278770696e-07,2.3614540426650776e-08,,,,,,,,,,,,,,,,
square,4,4,397,ellipsoids,5.0,1.0,True,0.010752948489641393,0.4484902899678076,Lazy KRON,Optimal,-41.26009721475292,-41.26009721475292,-41.2600941453073,,44.651964137173906,3.0694456185642593e-06,7.439259298368186e-08,0.0064260829240083694,1.4762976618428467e-07,7.381488335754628e-08,2.999999951436047,6.431394315691583e-08,46646182.836535506,,,-2.691437259727536e-07,6.52309965659797e-09,1.0000000152691055,1.0000000132497826,0.9999999027049021,0.9999999607177926,0.0,3.0694456185642593e-06,7.439259298368186e-08,,,,,,2.2940731953725866e-08,2.2940731953725866e-08,3.2772474699255853e-09,3.2772474699255853e-09,4,5,5,,,,
square,4,4,397,ellipsoids,5.0,1.0,True,0.010752948489641393,0.4484902899678076,Full SEP,Optimal,-41.26009694958628,-41.26009694958628,-41.26009620629424,,44.651963872007265,7.432920341443605e-07,1.8014791265579265e-08,0.007107792189344764,3.486672104590258e-08,1.7433360575706192e-08,2.9999999838119167,1.5196110926641175e-08,197418931.6131172,2.361949015286566e-08,2.361949015286566e-08,-3.9238734927948826e-08,9.510092760056465e-10,1.0000000021733044,1.0000000027908837,0.9999999745076289,0.9999999892534774,0.0,7.432920341443605e-07,1.8014791265579265e-08,,,,,,,,,,,,,36,,,
square,4,4,397,ellipsoids,5.0,1.0,True,0.010752948489641393,0.4484902899678076,Lazy SEP,Optimal,-41.26009694776365,-41.26009694776365,-41.26009630399564,,44.65196387018464,6.437680113435817e-07,1.5602678107097245e-08,0.0065200000535696745,3.020111817795088e-08,1.51005591335174e-08,2.9999999856635986,1.379344407182697e-08,217494627.88565484,1.9731402949337486e-08,1.9731402949337486e-08,-3.10386809587726e-08,7.522687355308054e-10,1.0000000021969677,1.000000001818579,0.9999999776333831,0.9999999910226295,0.0,6.437680113435817e-07,1.5602678107097245e-08,8.897444725430859e-10,1.3190723486344741e-09,8.897444725430859e-10,1.3190723486344741e-09,coordinate,,,,,0,1,1,36,,,
square,4,4,467,ellipsoids,5.0,1.0,True,0.03891133993154901,2.6076883050830304,Shor,Optimal,-67.01615286624292,-67.01615286624292,-15.742146874783709,,72.89143164015617,51.27400599145921,0.7650992156144303,0.0013357079587876797,1.6353810412436878,0.9752770240868873,1.643216192021852,1.3567837880894071,1.2111113107680869,,,-3.65339843710899e-07,5.451519194783954e-09,1.0000000171331391,1.0000000170603063,0.19080291449468248,0.17381601393462004,0.0,51.27400599145921,0.7650992156144303,,,,,,,,,,,,,,,,
square,4,4,467,ellipsoids,5.0,1.0,True,0.03891133993154901,2.6076883050830304,KRON,Optimal,-64.40846503046305,-64.40846503046305,-64.40705044000731,,70.2837438043763,0.0014145904557381073,2.196280341518857e-05,0.009617500007152557,4.514283938976157e-05,2.2571438650148215e-05,2.999983833967184,1.6170486446323407e-05,185522.17609070588,,,-2.848578333214391e-07,4.422676944508938e-09,1.0000000162716227,1.000000016235734,0.9999777178509612,0.9999771434704835,0.0,0.0014145904557381073,2.196280341518857e-05,,,,,,,,,,,,,,,,
square,4,4,467,ellipsoids,5.0,1.0,True,0.03891133993154901,2.6076883050830304,Lazy KRON,Optimal,-64.40846773221031,-64.40846773221031,-64.40793819346477,,70.28374650612356,0.000529538745539071,8.221570302537281e-06,0.011532292002812028,1.6901721432554815e-05,8.450863816447512e-06,2.99999388207658,6.1335918561572365e-06,489108.82113308884,,,-3.801029606620432e-07,5.9014439257022696e-09,1.0000000183308715,1.000000017321128,0.9999912041238315,0.9999919086828815,0.0,0.000529538745539071,8.221570302537281e-06,,,,,,4.268106456281409e-07,4.268106456281409e-07,6.097305629118018e-08,6.097305629118018e-08,8,9,9,,,,
square,4,4,467,ellipsoids,5.0,1.0,True,0.03891133993154901,2.6076883050830304,Full SEP,Optimal,-64.4084646018691,-64.4084646018691,-64.40841733372173,,70.28374337578235,4.7268147369550206e-05,7.338809838385514e-07,0.00714554195292294,1.4939390207853212e-06,7.469695411406088e-07,2.999999440546943,5.39914546140401e-07,5556433.813447979,7.4131651466328e-07,7.4131651466328e-07,-5.759108034908422e-08,8.941539082646128e-10,1.0000000024739573,1.0000000024763356,0.9999992310126437,0.9999992552861547,0.0,4.7268147369550206e-05,7.338809838385514e-07,,,,,,,,,,,,,36,,,
square,4,4,467,ellipsoids,5.0,1.0,True,0.03891133993154901,2.6076883050830304,Lazy SEP,Optimal,-64.40846465728225,-64.40846465728225,-64.4082013639624,,70.2837434311955,0.00026329331984698,4.087868283275576e-06,0.0065202920231968164,8.35801453756497e-06,4.179008070688501e-06,2.9999969381738403,3.002674285436134e-06,999108.3457585527,4.16291404519524e-06,4.16291404519524e-06,-1.3351008476547577e-07,2.0728655072882668e-09,1.0000000057952334,1.0000000057896363,0.9999957864909681,0.999995795597139,0.0,0.00026329331984698,4.087868283275576e-06,5.868781433049364e-08,9.102760569026064e-08,5.868781433049364e-08,9.102760569026064e-08,coordinate,,,,,0,1,1,36,,,
square,4,4,2062,ellipsoids,5.0,1.0,True,0.027890157711712948,1.208891489415464,Shor,Optimal,-43.344734795377995,-43.344734795377995,-20.991526926001214,,54.515409674128705,22.35320786937678,0.5157075703635493,0.0012779999524354935,1.1527192410411649,0.7892852010445407,1.9046628831869794,1.0953371159058785,1.738882811080279,,,-5.988884765883995e-08,1.3816867940607659e-09,1.000000004246113,1.000000003980211,0.24678027459781585,0.6005004815189777,0.0,22.35320786937678,0.5157075703635493,,,,,,,,,,,,,,,,
square,4,4,2062,ellipsoids,5.0,1.0,True,0.027890157711712948,1.208891489415464,KRON,Optimal,-42.13584366147332,-42.13584366147332,-42.1358201944993,,53.306518540224026,2.3466974013786057e-05,5.569361373732968e-07,0.010316458996385336,1.165902811697068e-06,5.829515776782295e-07,2.9999992093730405,7.890631751778673e-07,3801975.9427967137,,,-3.1306194614444394e-07,7.429825035891959e-09,1.0000000299339742,1.0000000283459292,0.9999990540475268,0.9999997531055286,0.0,2.3466974013786057e-05,5.569361373732968e-07,,,,,,,,,,,,,,,,
square,4,4,2062,ellipsoids,5.0,1.0,True,0.027890157711712948,1.208891489415464,Lazy KRON,Optimal,-42.13584410164505,-42.13584410164505,-42.13582107938714,,53.30651898039576,2.3022257906291088e-05,5.463817895935367e-07,0.011476209154352546,1.1462796665103196e-06,5.731399667522269e-07,2.9999993098100397,7.035512811064929e-07,4264080.516052596,,,-2.4978918133911066e-07,5.928187429603636e-09,1.0000000196743848,1.000000017450898,0.9999990893557991,0.9999997736148468,0.0,2.3022257906291088e-05,5.463817895935367e-07,,,,,,1.0299894045965294e-07,1.0299894045965294e-07,1.4714136419679825e-08,1.4714136419679825e-08,8,9,9,,,,
square,4,4,2062,ellipsoids,5.0,1.0,True,0.027890157711712948,1.208891489415464,Full SEP,Optimal,-42.13584336858071,-42.13584336858071,-42.135839626285076,,53.30651824733142,3.7422956324917322e-06,8.881501670101226e-08,0.006955541903153062,1.8503375132872272e-07,9.25168795223141e-08,2.999999880923842,1.1652386791700163e-07,25745797.273574043,8.802527922378605e-08,8.802527922378605e-08,-7.274330471318535e-08,1.726399637402953e-09,1.000000005604099,1.0000000048933564,0.9999998546557847,0.9999999549050375,0.0,3.7422956324917322e-06,8.881501670101226e-08,,,,,,,,,,,,,36,,,
square,4,4,2062,ellipsoids,5.0,1.0,True,0.027890157711712948,1.208891489415464,Lazy SEP,Optimal,-42.13584331236179,-42.13584331236179,-42.13584203616511,,53.3065181911125,1.2761966843299888e-06,3.028767396131784e-08,0.006187792168930173,6.309776127922378e-08,3.1548881139093926e-08,2.9999999570279994,4.1472805315745525e-08,72336557.27381003,2.593356283457427e-08,2.593356283457427e-08,-1.2054783837811556e-08,2.860933326632845e-10,1.0000000008945036,1.0000000006961778,0.9999999480306809,0.9999999863632653,0.0,1.2761966843299888e-06,3.028767396131784e-08,1.9916045097823076e-09,3.4417062686090336e-09,1.9916045097823076e-09,3.4417062686090336e-09,coordinate,,,,,0,1,1,36,,,
square,4,4,2170,ellipsoids,5.0,1.0,True,0.017957023460367177,1.3096634665324984,Shor,Optimal,-72.93321576502072,-72.93321576502072,-46.550833073773106,,85.82104175207257,26.382382691247614,0.3617334353697974,0.001425167080014944,0.9738630568353063,0.6875826239528383,2.028367052867948,0.9716329465347769,2.087585708267611,,,-5.255226653844147e-08,7.205532621481625e-10,1.0000000023367437,1.0000000020944628,0.7046093420729137,0.3215275999309211,0.0,26.382382691247614,0.3617334353697974,,,,,,,,,,,,,,,,
square,4,4,2170,ellipsoids,5.0,1.0,True,0.017957023460367177,1.3096634665324984,KRON,Optimal,-71.62355234562997,-71.62355234562997,-71.62355108145528,,84.51137833268183,1.26417469914486e-06,1.7650265279281306e-08,0.01034912490285933,4.9108210721321624e-08,2.4554105699321637e-08,2.9999999649105,3.6045536420318284e-08,83228057.14217222,,,-2.8251776029719622e-08,3.9444812641219644e-10,1.000000001651308,1.0000000017284276,0.9999999888543577,0.9999999609721342,0.0,1.26417469914486e-06,1.7650265279281306e-08,,,,,,,,,,,,,,,,
square,4,4,2170,ellipsoids,5.0,1.0,True,0.017957023460367177,1.3096634665324984,Lazy KRON,Optimal,-71.62355283732664,-71.62355283732664,-71.62354351644609,,84.5113788243785,9.320880550944821e-06,1.3013708733654498e-07,0.00539529207162559,3.5916505308027914e-07,1.7958254887924924e-07,2.999999716358912,2.909669769608727e-07,10310447.4181011,,,-2.0804596090329142e-07,2.904714338533458e-09,1.0000000106670521,1.00000000841548,0.9999999167084095,0.9999997283466435,0.0,9.320880550944821e-06,1.3013708733654498e-07,,,,,,3.7916413815931164e-08,3.7916413815931164e-08,5.416630812074689e-09,5.416630812074689e-09,3,4,4,,,,
square,4,4,2170,ellipsoids,5.0,1.0,True,0.017957023460367177,1.3096634665324984,Full SEP,Optimal,-71.62355238119521,-71.62355238119521,-71.62354819138284,,84.51137836824707,4.189812372601409e-06,5.8497690121573e-08,0.0069757080636918545,1.5824358678581632e-07,7.912179761011159e-08,2.9999998729567694,1.2313617753708359e-07,24363269.454692077,6.69759254386841e-08,6.69759254386841e-08,-1.2700208174010186e-07,1.773188811749671e-09,1.000000005444109,1.0000000050376467,0.9999999605674523,0.9999998713803244,0.0,4.189812372601409e-06,5.8497690121573e-08,,,,,,,,,,,,,36,,,
square,4,4,2170,ellipsoids,5.0,1.0,True,0.017957023460367177,1.3096634665324984,Lazy SEP,Optimal,-71.62355239706854,-71.62355239706854,-71.62354746625859,,84.51137838412039,4.930809950565163e-06,6.884341512732583e-08,0.006745666963979602,1.952966158902111e-07,9.764831411507876e-08,2.9999998491251705,1.4976468342247934e-07,20031423.834832326,8.02295446733873e-08,8.02295446733873e-08,-8.753363545110915e-08,1.2221347939548974e-09,1.0000000037795886,1.0000000034019858,0.9999999580756873,0.9999998419820965,0.0,4.930809950565163e-06,6.884341512732583e-08,8.384554075341333e-09,1.7799302789059478e-08,8.384554075341333e-09,1.7799302789059478e-08,coordinate,,,,,0,1,1,36,,,
square,4,4,2362,ellipsoids,5.0,1.0,True,0.012333055561321797,0.7195146704497262,Shor,Optimal,-58.34034127813595,-58.34034127813595,-15.478210638448221,,67.81267135954907,42.862130639687734,0.7346911193978747,0.0012750420719385147,1.5881784059833595,0.9070152738247614,1.9413748835317917,1.0586251158683022,1.8338643722234411,,,-3.3742360017186e-08,5.783709741484068e-10,1.0000000015256032,1.0000000017151072,0.19575895694894846,0.21606263619560995,0.0,42.862130639687734,0.7346911193978747,,,,,,,,,,,,,,,,
square,4,4,2362,ellipsoids,5.0,1.0,True,0.012333055561321797,0.7195146704497262,KRON,Optimal,-57.620826973385206,-57.620826973385206,-57.62081733758131,,67.09315705479833,9.635803898788708e-06,1.672277960057644e-07,0.009812541073188186,3.3951453174275274e-07,1.697572688665744e-07,2.999999862503882,1.3658698482272355e-07,21964024.364382785,,,-2.463670725205702e-07,4.275660129528617e-09,1.0000000164002394,1.0000000167827983,0.9999998327046584,0.9999998253822421,0.0,9.635803898788708e-06,1.672277960057644e-07,,,,,,,,,,,,,,,,
square,4,4,2362,ellipsoids,5.0,1.0,True,0.012333055561321797,0.7195146704497262,Lazy KRON,Optimal,-57.620828174067114,-57.620828174067114,-57.62071623517724,,67.09315825548023,0.00011193888987293121,1.9426810308032075e-06,0.005093791056424379,4.249347935837513e-06,2.124674565170224e-06,2.9999982089687283,1.792188999560071e-06,1673929.5965465351,,,-8.1215880243235e-08,1.4094882495942172e-09,1.0000000038857242,1.0000000042709538,0.9999976442240712,0.9999981072878604,0.0,0.00011193888987293121,1.9426810308032075e-06,,,,,,3.5702998423998477e-07,3.5702998423998477e-07,5.100430674722403e-08,5.100430674722403e-08,3,4,4,,,,
square,4,4,2362,ellipsoids,5.0,1.0,True,0.012333055561321797,0.7195146704497262,Full SEP,Optimal,-57.62082665762515,-57.62082665762515,-57.62082204179415,,67.09315673903828,4.615831002752202e-06,8.010699031061842e-08,0.007109666941687465,1.664119137104554e-07,8.320595767366734e-08,2.9999999305151306,6.717507742784446e-08,44659419.01946529,8.983261194962436e-08,8.983261194962436e-08,-9.673958345501887e-08,1.6788996108964537e-09,1.0000000046860102,1.0000000050221487,0.9999999160816744,0.9999999147739058,0.0,4.615831002752202e-06,8.010699031061842e-08,,,,,,,,,,,,,36,,,
square,4,4,2362,ellipsoids,5.0,1.0,True,0.012333055561321797,0.7195146704497262,Lazy SEP,Optimal,-57.620826637591534,-57.620826637591534,-57.620823412405,,67.09315671900465,3.2251865320631623e-06,5.5972583530397795e-08,0.006192083936184645,1.1631948238792449e-07,5.81597415866071e-08,2.9999999516207856,4.68265273153817e-08,64066248.846844085,6.214165210655702e-08,6.214165210655702e-08,-5.880600895125099e-08,1.0205686447560655e-09,1.0000000026170925,1.0000000032040801,0.9999999418010648,0.9999999400562928,0.0,3.2251865320631623e-06,5.5972583530397795e-08,1.1966278280761689e-09,2.4494559593258517e-09,1.1966278280761689e-09,2.4494559593258517e-09,coordinate,,,,,0,1,1,36,,,
square,4,4,2366,ellipsoids,5.0,1.0,True,0.015421007395172515,1.2632357641945902,Shor,Optimal,-81.91655264947484,-81.91655264947484,-37.89502361113148,,101.91457809265349,44.02152903834336,0.5373947952462521,0.0013012499548494816,1.2913620710180482,0.8723261434447082,1.7331948928856922,1.2668051066349153,1.3681622246453315,,,-4.1765687797123974e-08,5.098565118559311e-10,1.0000000016130108,1.0000000016214685,0.42313508331810495,0.28550284498575834,0.0,44.02152903834336,0.5373947952462521,,,,,,,,,,,,,,,,
square,4,4,2366,ellipsoids,5.0,1.0,True,0.015421007395172515,1.2632357641945902,KRON,Optimal,-80.65331784314354,-80.65331784314354,-80.65318808394018,,100.65134328632219,0.00012975920336089075,1.60885140042533e-06,0.010306082898750901,3.82968748675768e-06,1.9148449458718164e-06,2.9999978889649186,2.1302414334893625e-06,1408290.0847773314,,,-6.987685736703497e-07,8.663854040441724e-09,1.0000000378831682,1.0000000376332092,0.9999983657684918,0.9999978130692645,0.0,0.00012975920336089075,1.60885140042533e-06,,,,,,,,,,,,,,,,
square,4,4,2366,ellipsoids,5.0,1.0,True,0.015421007395172515,1.2632357641945902,Lazy KRON,Optimal,-80.65331831870232,-80.65331831870232,-80.6532095416658,,100.65134376188097,0.00010877703651601678,1.348698835752589e-06,0.00975645799189806,3.212946757126952e-06,1.6064743150994625e-06,2.9999981527636437,1.8504994637539662e-06,1621182.9354858487,,,-6.904072336055833e-08,8.560183858492131e-10,1.0000000033344683,1.0000000036108514,0.9999984765502423,0.9999983131527621,0.0,0.00010877703651601678,1.348698835752589e-06,,,,,,1.6429474581780105e-07,1.6429474581780105e-07,2.3470686814109628e-08,2.3470686814109628e-08,6,7,7,,,,
square,4,4,2366,ellipsoids,5.0,1.0,True,0.015421007395172515,1.2632357641945902,Full SEP,Optimal,-80.65331692258542,-80.65331692258542,-80.65330673093949,,100.65134236576407,1.0191645927193349e-05,1.2636363036346958e-07,0.007106916978955269,3.0029608678940675e-07,1.5014805110433434e-07,2.9999998308144096,1.6820668217689664e-07,17835200.07641208,1.4384222719315845e-07,1.4384222719315845e-07,-8.464246548101073e-08,1.0494604401980675e-09,1.0000000029810616,1.0000000033748544,0.9999998687337289,0.9999998297208028,0.0,1.0191645927193349e-05,1.2636363036346958e-07,,,,,,,,,,,,,36,,,
square,4,4,2366,ellipsoids,5.0,1.0,True,0.015421007395172515,1.2632357641945902,Lazy SEP,Optimal,-80.65331689474017,-80.65331689474017,-80.65331550398126,,100.65134233791882,1.3907589107020613e-06,1.7243666649409184e-08,0.006727375090122223,4.0977003656509675e-08,2.0488501971552325e-08,2.9999999769631396,2.2989105361425076e-08,130496595.22623424,1.9674114479195792e-08,1.9674114479195792e-08,-1.141033578733186e-08,1.4147385658327447e-10,1.0000000004392218,1.0000000004558713,0.999999981866184,0.9999999769921215,0.0,1.3907589107020613e-06,1.7243666649409184e-08,4.501929523614834e-10,9.660604635779599e-10,4.501929523614834e-10,9.660604635779599e-10,coordinate,,,,,0,1,1,36,,,
square,4,4,2525,ellipsoids,5.0,1.0,True,0.0161905673315976,1.021664341981392,Shor,Optimal,-63.1024423701019,-63.1024423701019,-24.684428916666814,,67.7000860612438,38.41801345343508,0.6088197542039615,0.0014016248751431704,1.316050000187956,0.8062696626088126,2.01585182977861,0.9841481632352934,2.0483214876423577,,,-2.2483585127019978e-07,3.563029303232288e-09,1.000000011452677,1.0000000114714813,0.14195770378242564,0.5419922818403485,0.0,38.41801345343508,0.6088197542039615,,,,,,,,,,,,,,,,
square,4,4,2525,ellipsoids,5.0,1.0,True,0.0161905673315976,1.021664341981392,KRON,Optimal,-62.08077816558959,-62.08077816558959,-62.080776227781854,,66.67842185673149,1.937807738272568e-06,3.121429523811389e-08,0.010744916973635554,5.936379381045049e-08,2.9681897048897688e-08,2.9999999728025313,2.5712745594438744e-08,116673653.60824724,,,-7.31282554511381e-08,1.1779532668885255e-09,1.0000000049319488,1.0000000049313127,0.9999999621062778,0.9999999756663995,0.0,1.937807738272568e-06,3.121429523811389e-08,,,,,,,,,,,,,,,,
square,4,4,2525,ellipsoids,5.0,1.0,True,0.0161905673315976,1.021664341981392,Lazy KRON,Optimal,-62.08077861600611,-62.08077861600611,-62.08076247443597,,66.678422307148,1.6141570135630445e-05,2.600091444643819e-07,0.006472083041444421,5.545403562048335e-07,2.7727019305794347e-07,2.9999997458217273,2.617317766652668e-07,11462115.08608096,,,-1.545251606671627e-07,2.4890983024385254e-09,1.0000000039245798,1.0000000068652448,0.9999995748930588,0.9999998760231701,0.0,1.6141570135630445e-05,2.600091444643819e-07,,,,,,9.761675716979706e-08,9.761675716979706e-08,1.3945251889465831e-08,1.3945251889465831e-08,4,5,5,,,,
square,4,4,2525,ellipsoids,5.0,1.0,True,0.0161905673315976,1.021664341981392,Full SEP,Optimal,-62.08077814617394,-62.08077814617394,-62.08077601726185,,66.67842183731584,2.1289120937240114e-06,3.429261290364829e-08,0.00709041696973145,6.796320288770596e-08,3.398160170810528e-08,2.999999966001726,3.3202548692331906e-08,90354508.43852155,4.32814841908528e-08,4.32814841908528e-08,-1.1904444363608491e-07,1.9175733164263125e-09,1.0000000055983995,1.0000000057647662,0.9999999447250281,0.9999999840724123,0.0,2.1289120937240114e-06,3.429261290364829e-08,,,,,,,,,,,,,36,,,
square,4,4,2525,ellipsoids,5.0,1.0,True,0.0161905673315976,1.021664341981392,Lazy SEP,Optimal,-62.080778095178914,-62.080778095178914,-62.08077578525745,,66.67842178632081,2.309921462995135e-06,3.720832009311622e-08,0.0065524999517947435,7.338596280344053e-08,3.669298178938507e-08,2.9999999593253017,3.7352490071650504e-08,80315929.50217308,3.66291287764869e-08,3.66291287764869e-08,-8.072139223713748e-08,1.3002638612773148e-09,1.000000003711188,1.0000000044607305,0.9999999385458204,0.9999999819704721,0.0,2.309921462995135e-06,3.720832009311622e-08,1.8129353539231285e-09,3.5531408019515633e-09,1.8129353539231285e-09,3.5531408019515633e-09,coordinate,,,,,0,1,1,36,,,
square,4,4,2915,ellipsoids,5.0,1.0,True,0.010424723037924188,0.6857028385460211,Shor,Optimal,-65.77660011220412,-65.77660011220412,-28.634863534203454,,83.03292068091866,37.14173657800067,0.5646648886479834,0.0014187500346451998,1.3125531525903624,0.8097338047713483,2.0012151334408816,0.9987848655103874,2.0036498374634903,,,-8.483596047881292e-09,1.2897589771149109e-10,1.0000000003242144,1.0000000003618557,0.30962777294233734,0.3778190733628488,0.0,37.14173657800067,0.5646648886479834,,,,,,,,,,,,,,,,
square,4,4,2915,ellipsoids,5.0,1.0,True,0.010424723037924188,0.6857028385460211,KRON,Optimal,-65.09089789094077,-65.09089789094077,-65.0908778316231,,82.34721845965531,2.005931766291269e-05,3.081739277359778e-07,0.009682416915893555,5.862350113059361e-07,2.931175480821016e-07,2.9999995649205164,2.669986061328383e-07,11236012.084002955,,,-4.566318096976829e-07,7.0152943728440425e-09,1.0000000273451788,1.000000027576546,0.9999995740196945,0.9999996997470021,0.0,2.005931766291269e-05,3.081739277359778e-07,,,,,,,,,,,,,,,,
square,4,4,2915,ellipsoids,5.0,1.0,True,0.010424723037924188,0.6857028385460211,Lazy KRON,Optimal,-65.09089840279177,-65.09089840279177,-65.09083830140861,,82.34721897150631,6.010138315559743e-05,9.233454235595505e-07,0.009093083208426833,2.075425696893917e-06,1.0377131399298206e-06,2.9999989092326866,1.017104479120514e-06,2949548.419870074,,,-5.619230165621047e-07,8.632896923389272e-09,1.0000000244290725,1.0000000299529297,0.9999987994146909,0.9999990499207618,0.0,6.010138315559743e-05,9.233454235595505e-07,,,,,,1.71450312471598e-07,1.71450312471598e-07,2.4492907731272448e-08,2.4492907731272448e-08,6,7,7,,,,
square,4,4,2915,ellipsoids,5.0,1.0,True,0.010424723037924188,0.6857028385460211,Full SEP,Optimal,-65.09089728669008,-65.09089728669008,-65.09089655300416,,82.34721785540462,7.336859226825254e-07,1.1271713146786672e-08,0.007250125054270029,2.154922477669515e-08,1.0774612473381523e-08,2.999999979232391,1.1822386179818655e-08,253755877.50242215,1.0954241997497518e-08,1.0954241997497518e-08,-2.911239960212697e-08,4.4725761689691647e-10,0.9999999986505541,1.0000000025837963,0.9999999776139953,0.9999999921449363,0.0,7.336859226825254e-07,1.1271713146786672e-08,,,,,,,,,,,,,36,,,
square,4,4,2915,ellipsoids,5.0,1.0,True,0.010424723037924188,0.6857028385460211,Lazy SEP,Optimal,-65.09089728576905,-65.09089728576905,-65.09089641368826,,82.34721785448359,8.720807898043859e-07,1.3397891658731991e-08,0.007334457943215966,2.5107566530764403e-08,1.2553783372763664e-08,2.999999977350753,1.3639565993006362e-08,219948345.7823359,1.1734408069664405e-08,1.1734408069664405e-08,-1.9869631273650157e-08,3.052597537012951e-10,1.0000000008753176,1.0000000008839394,0.9999999780575981,0.9999999882459617,0.0,8.720807898043859e-07,1.3397891658731991e-08,2.757400786868036e-09,5.578874003701626e-09,2.757400786868036e-09,5.578874003701626e-09,coordinate,,,,,0,1,1,36,,,
square,4,4,2988,ellipsoids,5.0,1.0,True,0.0211548893082596,0.8644710750936753,Shor,Optimal,-40.86389025709323,-40.86389025709323,-14.881870141751014,,45.68980709800652,25.982020115342216,0.635818566266637,0.0015663751401007175,1.4697782371754022,0.9114748094055779,1.7834507107346522,1.2165492877439124,1.4659913319599711,,,-1.3866497283743229e-08,3.393337539941209e-10,1.0000000009144836,1.0000000009657928,0.1466277722410786,0.3835939888620663,0.0,25.982020115342216,0.635818566266637,,,,,,,,,,,,,,,,
