panel,n,m,seed,generator,condition,center_scale,prefiltered,screen_relative_gap,screen_absolute_gap,method,status,value,lower_bound,upper_bound,reference_upper_bound,max_distance_squared,bound_gap,relative_bound_gap,runtime,rank1_residual,relative_rank1_residual,rank1_eig_largest,rank1_eig_second,rank1_eig_ratio,sep_rank1_residual,relative_sep_rank1_residual,pd_gap,relative_pd_gap,x_trace,y_trace,max_skew_violation,fro_skew_violation,relative_max_skew_violation,relative_fro_skew_violation,lazy_cut_strategy,max_kron_violation,fro_kron_violation,relative_max_kron_violation,relative_fro_kron_violation,n_cuts,n_iters,n_rounds,full_constraint_count,gurobi_time_limit,gurobi_mip_gap,gurobi_sol_count
square,25,25,207,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-84.34819572675121,-84.34819572675121,-84.3481950242821,-84.3481950242821,128.4744668958409,7.024691086598978e-07,8.32820551296165e-09,3.0275664170039818,2.3085787670257056e-08,1.1542893927579999e-08,2.9999999819144576,1.8180914359463093e-08,165008201.60087106,2.0128065239222202e-08,2.0128065239222202e-08,-4.097074679521029e-09,4.857335292379743e-11,1.0000000005990453,0.9999999997045028,5.281624530090179e-10,2.87456069462127e-09,5.281624530090179e-10,2.87456069462127e-09,coordinate,,,,,0,1,1,90000,,,
square,25,25,587,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-93.74620029768965,-93.74620029768965,-93.74619884738277,-93.74620165290162,130.59340062515648,0.0,0.0,3.197776791988872,4.377639486238946e-08,2.188819790553307e-08,2.9999999566815134,4.334853443043357e-08,69206490.97136056,3.129576356881167e-08,3.129576356881167e-08,-7.836504778424569e-09,8.359277233146373e-11,1.0000000004497214,1.000000000362737,1.4526088292290962e-09,1.7813086481952125e-08,1.4526088292290962e-09,1.7813086481952125e-08,coordinate,,,,,0,1,1,90000,,,
square,25,25,1419,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-87.24699017515937,-87.24699017515937,-87.24698185629498,-87.24698185629498,124.78009785350102,8.31886438845686e-06,9.534843977718528e-08,3.2083405409939587,2.2039208308099847e-07,1.1019604528419779e-07,2.999999880022185,1.1650160295813011e-07,25750717.619742665,1.1029679754234473e-07,1.1029679754234473e-07,-5.833072691530106e-09,6.685700767235035e-11,1.0000000004033072,1.0000000004066092,1.7012598101107113e-10,2.2851870771520087e-09,1.7012598101107113e-10,2.2851870771520087e-09,coordinate,,,,,0,1,1,90000,,,
square,25,25,1658,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-87.69301328122626,-87.69301328122626,-87.6930117357136,-87.6930117357136,139.96120352158312,1.5455126600727453e-06,1.7624125369217026e-08,3.541145625000354,5.0528387258997465e-08,2.5264194263286774e-08,2.9999999497031187,5.022301780655764e-08,59733566.01664442,3.743981948459443e-08,3.743981948459443e-08,-8.791118943918264e-09,1.0024879537125347e-10,1.000000000510254,1.0000000008170717,1.6165331529968685e-09,2.061138665085939e-08,1.6165331529968685e-09,2.061138665085939e-08,coordinate,,,,,0,1,1,90000,,,
square,25,25,1758,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-88.13004036891596,-88.13004036891596,-88.13003980742025,-88.13003980742025,120.80261833948046,5.614957103716733e-07,6.3712181229150616e-09,3.4116989170433953,1.7966769779692005e-08,8.983384961767746e-09,2.9999999834379256,1.6420112532795854e-08,182702766.34499505,3.2102334044931934e-08,3.2102334044931934e-08,-9.249490062757104e-09,1.0495274964176075e-10,1.000000001159934,0.9999999997950436,6.213166214158461e-10,4.77637934691587e-09,6.213166214158461e-10,4.77637934691587e-09,coordinate,,,,,0,1,1,90000,,,
square,25,25,2217,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-98.2902091334294,-98.2902091334294,-98.29020784799246,-98.29020784799246,132.8138015018828,1.285436937337181e-06,1.3077975402333253e-08,3.073214292002376,3.2235890654592716e-08,1.61179455546742e-08,2.999999970459778,2.9400944287745452e-08,102037538.01575013,2.9621672174743933e-08,2.9621672174743933e-08,-1.0431705277369474e-08,1.0613168258914158e-10,1.0000000004910867,1.000000000554133,6.231682253554638e-10,5.084787781604059e-09,6.231682253554638e-10,5.084787781604059e-09,coordinate,,,,,0,1,1,90000,,,
square,25,25,3690,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-99.14831644906927,-99.14831644906927,-99.14831616751471,-99.14831616751471,161.3717679424161,2.8155456277545454e-07,2.839731150857051e-09,2.988239541009534,7.808809097050275e-09,3.904404556260767e-09,2.999999994584277,5.232054813227934e-09,573388487.2535226,1.616498341858896e-08,1.616498341858896e-08,-6.067068625270622e-09,6.119184714938823e-11,1.0000000006540686,1.0000000003058804,1.2014882838640162e-10,9.169496918853574e-10,1.2014882838640162e-10,9.169496918853574e-10,coordinate,,,,,0,1,1,90000,,,
square,25,25,3980,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-101.49042979874692,-101.49042979874692,-101.49042945464171,-101.49042945464171,164.25452442415565,3.4410520299843483e-07,3.390518728522356e-09,3.2965831660549156,1.0028082691107673e-08,5.0140413665873074e-09,2.9999999911103847,8.977268264332775e-09,334177380.3317836,1.3255678846218475e-08,1.3255678846218475e-08,-3.5994816016682307e-09,3.546621695075995e-11,1.0000000003174605,1.0000000002474083,2.4888775025308507e-10,2.2531286232409926e-09,2.4888775025308507e-10,2.2531286232409926e-09,coordinate,,,,,0,1,1,90000,,,
square,25,25,5665,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-82.66320509004147,-82.66320509004147,-82.66320493879819,-82.66320493879819,106.85496009688049,1.5124328456295189e-07,1.8296324755156673e-09,3.230077624961268,4.393401712102245e-09,2.1967008605030133e-09,2.9999999958411037,4.065999797085161e-09,737825908.892506,1.2595699892600482e-08,1.2595699892600482e-08,-4.1123087157757254e-09,4.9747753081874393e-11,1.0000000001850742,1.0000000003372136,1.2568851862071462e-10,1.2482015172743572e-09,1.2568851862071462e-10,1.2482015172743572e-09,coordinate,,,,,0,1,1,90000,,,
square,25,25,5689,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-112.89181444564464,-112.89181444564464,-112.89181369952834,-112.89181369952834,166.58403676368061,7.461162994104598e-07,6.6091266499193454e-09,3.1443618329940364,1.7563866206770425e-08,8.78193315188763e-09,2.999999986763776,1.322910265265625e-08,226772749.86307636,1.8732036051779376e-08,1.8732036051779376e-08,-7.92245202774211e-09,7.017738236067264e-11,1.000000000421457,1.0000000004550609,1.5988501148034295e-10,1.4947205941251385e-09,1.5988501148034295e-10,1.4947205941251385e-09,coordinate,,,,,0,1,1,90000,,,
square,30,30,966,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-91.68609459901948,-91.68609459901948,-91.68609301480974,-91.68609301480974,142.36262533121453,1.5842097411677969e-06,1.727862603480047e-08,8.631003833026625,4.7253151153971834e-08,2.3626576032564037e-08,2.9999999583273547,4.127553098880865e-08,72682286.24704471,4.783114313341076e-08,4.783114313341076e-08,-1.2270177762729872e-08,1.3382812100779668e-10,1.0000000010302874,1.00000000084063,8.370839698484955e-10,9.412688954484898e-09,8.370839698484955e-10,9.412688954484898e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,1714,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-122.47943021474508,-122.47943021474508,-122.47942876711075,-122.47942876711075,177.40687719381748,1.447634332407688e-06,1.181940779663596e-08,8.484320959018078,3.455055999708024e-08,1.7275280261950167e-08,2.999999968196409,3.1722172548340046e-08,94571075.28259103,3.6321050601140336e-08,3.6321050601140336e-08,-1.0934300576082023e-08,8.927458722587739e-11,1.0000000007950682,1.0000000002662874,9.513687372619817e-10,8.339060965012269e-09,9.513687372619817e-10,8.339060965012269e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,5295,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-116.53980899227206,-116.53980899227206,-116.53980737984216,-116.53981134744359,170.55044462242503,0.0,0.0,8.965236250020098,4.5973656123224283e-08,2.298682857476936e-08,2.9999999547887617,4.552791740779364e-08,65893634.622417636,3.751263228226857e-08,3.751263228226857e-08,-1.2014382377856236e-08,1.0309251818537758e-10,1.0000000007328629,1.000000001106552,1.5391012366493262e-09,2.0346053543924013e-08,1.5391012366493262e-09,2.0346053543924013e-08,coordinate,,,,,0,1,1,189225,,,
square,30,30,6150,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-108.48341179739721,-108.48341179739721,-108.4834113410958,-108.4834113410958,169.84244834359973,4.5630140732555446e-07,4.206185994387229e-09,9.164586833037902,1.1946858616881905e-08,5.973429340837459e-09,2.9999999887758912,1.1193010563911028e-08,268024404.30536324,2.4527168719765823e-08,2.4527168719765823e-08,-7.189456141531991e-09,6.627240075154499e-11,1.0000000004300043,1.000000000508278,3.855402838886905e-10,3.6745776884547677e-09,3.855402838886905e-10,3.6745776884547677e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,7721,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-102.31995204466281,-102.31995204466281,-102.3199510069984,-102.3199510069984,147.43451733511642,1.0376644183907047e-06,1.0141369279940266e-08,22.481103375030216,2.5229250347164918e-08,1.2614625338554768e-08,2.999999973116994,2.4721350895549065e-08,121352590.55188309,1.5372855018056e-08,1.5372855018056e-08,-3.730860953510273e-09,3.646269255366487e-11,1.0000000001845935,1.000000000209326,3.214489924241448e-10,4.743830382416677e-09,3.214489924241448e-10,4.743830382416677e-09,coordinate,,,,,100,3,3,189225,,,
square,30,30,11913,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-92.74197209107425,-92.74197209107425,-92.74197102322319,-92.74197102322319,151.50974279538713,1.067851059133318e-06,1.1514215570967905e-08,9.171808832965326,2.9051310524265156e-08,1.4525655438912768e-08,2.9999999735764766,2.549948750704661e-08,117649422.27750449,2.7338468399733264e-08,2.7338468399733264e-08,-6.761808890587417e-09,7.290991056290244e-11,1.0000000005581153,1.0000000005001553,4.196494879024626e-10,4.718538898484098e-09,4.196494879024626e-10,4.718538898484098e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,12221,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-92.48879254099614,-92.48879254099614,-92.48879097901687,-92.48879097901687,149.77508877365278,1.561979274811165e-06,1.6888308646896966e-08,8.860256291984115,4.342956053413401e-08,2.1714780658636666e-08,2.999999960960059,3.6287472076471356e-08,82673159.33824022,3.651718130434381e-08,3.651718130434381e-08,-9.855710914052906e-09,1.0656113722843025e-10,1.0000000009319971,0.9999999992911162,6.182088705834537e-10,5.714228766991823e-09,6.182088705834537e-10,5.714228766991823e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,13508,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-90.64875579520385,-90.64875579520385,-90.64875456505001,-90.64875456505001,136.0842797676842,1.2301538419023927e-06,1.3570554070059053e-08,9.639081583009101,3.421044812654728e-08,1.710522431421794e-08,2.9999999679841483,3.096945590591044e-08,96869637.52603759,3.355197953002556e-08,3.355197953002556e-08,-7.151527370297117e-09,7.889272508553833e-11,0.999999999022182,1.000000002593897,7.071233032712038e-10,7.751010973414124e-09,7.071233032712038e-10,7.751010973414124e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,15956,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-101.01995774235951,-101.01995774235951,-101.01995735135156,-101.01995735135156,149.63754030220923,3.9100794424484775e-07,3.870600948399437e-09,9.633852083003148,1.0610894555893015e-08,5.305447305972184e-09,2.9999999892926867,1.0523044606474914e-08,285088593.7941157,2.5301932554639042e-08,2.5301932554639042e-08,-7.653767397641786e-09,7.576490397236053e-11,1.0000000004624132,1.0000000006111094,6.559374501891035e-10,4.6330384232161026e-09,6.559374501891035e-10,4.6330384232161026e-09,coordinate,,,,,0,1,1,189225,,,
square,30,30,16562,ellipsoids,5.0,1.0,True,,,Lazy SEP,Optimal,-101.69171148846783,-101.69171148846783,-101.69171033690961,-101.6917146017702,137.54096002524977,0.0,0.0,9.67947195895249,3.2327662418343407e-08,1.6163831458985863e-08,2.9999999685804912,3.147365702132372e-08,95317807.09651761,3.720861257941524e-08,3.720861257941524e-08,-9.200803674502822e-09,9.047741983914022e-11,1.0000000005968865,1.0000000006261438,8.181266705764578e-10,7.881260817093653e-09,8.181266705764578e-10,7.881260817093653e-09,coordinate,,,,,0,1,1,189225,,,
